Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Sector,Price,Price Chg %,OI,PCR,Bldp,Price.1,Price Chg.1,Price Chg%.1,OI Chg.1,OI Chg %.1,Bldp.1,Price.2,Price Chg.2,Price Chg%.2,OI Chg.2,OI Chg %.2,Bldp.2,Price.3,Price Chg.3,Price Chg%.3,OI Chg.3,OI Chg %.3,Bldp.3,Fut OI,Fut OI Chg,Fut OI Chg %,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price Chg %,Volume Chg %,OI Chg %,Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI chg,OI Chg (Value),Volume,Volume Chg %
TIINDIA,6.31,2820.7,2821.0,2796.5,2796.5,-20,-0.71,0.9,2.19,14,0.12,-0.01,-1.75,37.0,1.34,2.0,0.13,-35,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITAN,3.41,5115.0,5160.0,5111.8,5139.0,31.4,0.61,0.58,2.77,218,0.71,0.06,7.06,-326.0,-1.08,1461.0,5.69,1787,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMPV,5.85,347.15,348.7,345.25,347.65,0.45,0.13,0.82,2.28,13,0.03,-0.01,-1.32,98.0,0.45,48.0,0.29,-50,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,4.02,4949.5,4949.5,4901.0,4909.0,-37,-0.75,1.48,6.16,12,0.04,-0.01,-1.56,76.0,0.86,9.0,0.16,-67,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRENT,4.59,3022.0,3033.0,3002.9,3009.4,-23,-0.76,-0.16,-0.55,5,0.01,0.0,0.0,20.0,0.05,-32.0,-0.23,-52,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSMOTOR,4.17,4450.0,4466.2,4421.1,4433.0,-24.6,-0.55,0.58,2.25,120,0.26,-0.02,-2.13,82.0,0.49,-222.0,-1.41,-304,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTRACEMCO,3.42,12082.0,12082.0,11971.0,11988.0,-85,-0.7,0.66,3.14,17,0.05,0.0,0.0,117.0,0.83,105.0,1.63,-12,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIONBANK,4.76,181.55,181.77,180.29,181.18,-0.18,-0.1,-0.32,-1.05,1,0.0,0.0,0.0,19.0,0.21,-26.0,-0.33,-45,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITDSPR,3.82,1523.6,1535.5,1520.5,1528.0,-4.6,-0.3,1.76,7.87,10,0.05,0.0,0.0,6.0,0.11,8.0,0.17,2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNOMINDA,4.17,1292.3,1296.9,1285.6,1287.0,2.7,0.21,0.07,0.26,6,0.07,0.01,2.33,-31.0,-0.68,6.0,0.3,37,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPL,4.49,569.0,571.0,567.75,568.75,-1.8,-0.32,0.58,2.08,109,0.42,-0.01,-2.08,93.0,0.6,7.0,0.09,-86,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,4.47,446.3,450.3,446.3,449.85,0.4,0.09,0.02,0.07,19,0.04,0.0,0.0,-2.0,-0.01,2.0,0.02,4,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEDL,5.74,287.0,287.45,284.35,284.75,0.1,0.04,0.27,0.75,56,0.11,0.0,0.0,-73.0,-0.27,12.0,0.08,85,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMM,4.93,107.15,109.83,107.15,108.84,-0.38,-0.35,2.43,7.82,-1,-0.01,0.0,0.0,0.0,0.0,-8.0,-0.68,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,6.1,1274.9,1289.5,1269.6,1283.3,12.3,0.97,-0.12,-0.31,18,0.09,0.01,1.08,-60.0,-0.71,41.0,0.53,101,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAAREEENER,4.85,2702.3,2706.2,2700.1,2702.2,-9.2,-0.34,0.89,2.98,16,0.04,0.0,0.0,141.0,0.79,-14.0,-0.13,-155,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIPRO,4.37,185.95,187.88,185.73,187.23,1.28,0.69,0.49,1.8,5,0.01,0.03,4.41,-424.0,-1.85,443.0,2.83,867,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YESBANK,4.4,22.76,22.77,22.69,22.71,-0.08,-0.35,0.82,3.15,29,0.08,0.0,0.0,9.0,0.08,2.0,0.03,-7,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSLIFE,5.37,1118.4,1130.0,1118.4,1130.0,11.3,1.01,-0.23,-0.67,-11,-0.09,0.02,2.38,7.0,0.19,53.0,1.72,46,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-11 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,,,,,,-0.1,,,,17,0.21,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Stock/ Commodity Brokers,1167.5,-0.01,8232,0.6,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,,,,,,-49,,,,10,0.06,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Capital Goods - Electrical Equipment,7632.0,-0.64,16151,0.58,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCAPITAL,,,,,,-3.9,,,,47,0.37,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Finance,407.4,-0.95,12620,0.63,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIENSOL,,,,,,13.1,,,,55,0.19,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Power Generation & Distribution,1648.0,0.8,28266,0.51,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIENT,,,,,,-4.8,,,,384,0.76,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Trading,3016.8,-0.16,51073,0.64,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIGREEN,,,,,,-1.7,,,,575,1.28,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Power Generation & Distribution,1371.2,-0.12,45342,0.49,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPORTS,,,,,,-0.6,,,,148,0.35,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Marine Port & Services,1685.8,-0.04,42363,0.56,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,,,,,,-1.06,,,,409,0.92,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Power Generation & Distribution,210.86,-0.5,44731,0.52,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ALKEM,,,,,,1.5,,,,-24,-0.21,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Pharmaceuticals,5542.0,0.03,11376,0.62,SC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBER,,,,,,63.5,,,,-14,-0.1,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Consumer Durables,7112.5,0.9,14110,0.92,SC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBUJACEM,,,,,,-0.7,,,,72,0.1,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Cement,432.15,-0.16,69331,0.62,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGELONE,,,,,,1.75,,,,20,0.17,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Stock/ Commodity Brokers,296.55,0.59,11856,0.48,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
APLAPOLLO,,,,,,-0.8,,,,23,0.14,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Capital Goods-Non Electrical Equipment,2012.9,-0.04,15910,0.8,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,,,,,,-7.5,,,,1,0.01,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Healthcare,8933.0,-0.08,16209,0.65,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHOKLEY,,,,,,-1.84,,,,188,0.68,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Automobile,173.07,-1.05,27665,0.88,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ASIANPAINT,,,,,,-19.3,,,,7,0.02,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Paints/Varnish,2742.1,-0.7,29899,0.67,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAL,,,,,,-20.4,,,,35,0.21,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Plastic products,1419.5,-1.42,16336,0.72,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
AUBANK,,,,,,-13.7,,,,-5,-0.02,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Banks,1060.0,-1.28,21871,0.66,LU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
AUROPHARMA,,,,,,5.5,,,,32,0.17,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Pharmaceuticals,1651.0,0.33,19225,0.69,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISBANK,,,,,,-13.2,,,,89,0.07,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Banks,1238.6,-1.05,127940,0.66,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJ-AUTO,,,,,,100,,,,143,0.58,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Automobile,11832.0,0.85,24794,1.7,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJFINSV,,,,,,-3,,,,35,0.14,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Finance,2029.1,-0.15,24855,0.54,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJHLDNG,,,,,,12,,,,4,0.09,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Finance,11463.0,0.1,4398,1.1,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJFINANCE,,,,,,-12,,,,215,0.3,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Finance,1093.0,-1.09,72971,0.71,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BANDHANBNK,,,,,,-0.79,,,,-2,-0.01,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Banks,171.84,-0.46,36657,0.51,LU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKBARODA,,,,,,-1.02,,,,145,0.33,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Banks,246.56,-0.41,44426,0.85,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKEX,,,,,,65475,,,,1,25.0,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,,65475.0,,5,0.9,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,,,,,,-1.21,,,,65,0.37,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Banks,140.39,-0.85,17520,0.85,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKNIFTY,,,,,,-310,,,,659,0.96,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,,57562.6,-0.54,69644,0.83,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BDL,,,,,,-7.7,,,,38,0.24,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Aerospace & Defence,1307.4,-0.59,15987,0.78,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,,,,,,-0.65,,,,33,0.05,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Aerospace & Defence,403.45,-0.16,71111,0.66,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARATFORG,,,,,,-27.6,,,,11,0.06,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,"Castings, Forgings & Fastners",2080.9,-1.31,17496,0.44,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARTIARTL,,,,,,-16.6,,,,145,0.13,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Telecom-Service,1930.6,-0.85,110830,0.48,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BHEL,,,,,,-0.6,,,,109,0.36,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Capital Goods - Electrical Equipment,408.0,-0.15,30697,0.52,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOCON,,,,,,-0.35,,,,11,0.06,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Pharmaceuticals,426.5,-0.08,19465,0.67,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUESTARCO,,,,,,-1.2,,,,-75,-0.51,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Consumer Durables,1513.1,-0.08,14686,0.41,LU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,,,,,,1505,,,,379,4.29,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Auto Ancillaries,45205.0,3.44,9214,0.95,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,,,,,,-3,,,,-27,-0.13,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Refineries,317.5,-0.94,20020,0.64,LU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA,,,,,,5.5,,,,6,0.04,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,FMCG,5628.5,0.1,15037,0.61,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
BSE,,,,,,-55.9,,,,287,0.66,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Financial Services,3563.3,-1.54,44072,0.58,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS,,,,,,-2.85,,,,-4,-0.05,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Financial Services,788.0,-0.36,8718,0.5,LU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
CANBK,,,,,,-0.87,,,,-12,-0.02,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Banks,129.0,-0.67,55882,0.74,LU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
CDSL,,,,,,-7.1,,,,18,0.08,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Financial Services,1332.0,-0.53,22251,0.61,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
CGPOWER,,,,,,-7.2,,,,57,0.25,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Capital Goods - Electrical Equipment,872.5,-0.82,23054,0.54,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOLAFIN,,,,,,-13.9,,,,12,0.06,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Finance,1903.0,-0.73,20637,0.84,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPLA,,,,,,-0.6,,,,1,0.0,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Pharmaceuticals,1470.7,-0.04,21110,0.62,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
COALINDIA,,,,,,-1.35,,,,17,0.03,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Mining & Mineral products,411.6,-0.33,56267,0.7,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
COCHINSHIP,,,,,,-6.8,,,,-40,-0.29,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Aerospace & Defence,1503.4,-0.45,13524,0.89,LU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
COFORGE,,,,,,21.9,,,,34,0.12,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,IT - Software,1837.5,1.21,28883,1.12,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
COLPAL,,,,,,-7.4,,,,22,0.12,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,FMCG,2009.9,-0.37,18617,0.52,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCOR,,,,,,-2.85,,,,5,0.03,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Logistics,501.35,-0.57,17887,0.53,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
CROMPTON,,,,,,-1.15,,,,71,0.23,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Consumer Durables,247.65,-0.46,31172,0.5,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMMINSIND,,,,,,-31,,,,10,0.05,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Capital Goods-Non Electrical Equipment,5431.0,-0.57,21497,0.89,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
DABUR,,,,,,-1.5,,,,18,0.08,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,FMCG,412.15,-0.36,22648,0.56,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,,,,,,-14,,,,5,0.05,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Cement,1830.0,-0.76,11040,0.57,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHIVERY,,,,,,-0.95,,,,5,0.04,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Logistics,480.85,-0.2,12451,0.74,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVISLAB,,,,,,10.5,,,,13,0.04,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Pharmaceuticals,8315.0,0.13,30830,0.88,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
DIXON,,,,,,-56,,,,44,0.09,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Consumer Durables,14040.0,-0.4,51280,0.5,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
DLF,,,,,,-7.15,,,,29,0.06,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Realty,654.0,-1.08,50920,0.76,SB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
DMART,,,,,,1.7,,,,10,0.03,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Retail,4048.0,0.04,33967,0.74,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
DRREDDY,,,,,,3.9,,,,-19,-0.08,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Pharmaceuticals,1165.4,0.34,22653,0.62,SC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
EICHERMOT,,,,,,43,,,,54,0.15,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_11_8_2026.xlsx,Automobile,8052.5,0.54,36658,1.0,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
