File,Size(Bytes),Decision
eod_runtime_audit_checkpoint_v17.py,102,MERGE_CANDIDATE
eod_runtime_audit_manager_v17.py,89,MERGE_CANDIDATE
eod_runtime_audit_report_v17.py,98,MERGE_CANDIDATE
eod_runtime_audit_service_v17.py,89,MERGE_CANDIDATE
eod_runtime_backup_control_v17.py,92,ARCHIVE_CANDIDATE
eod_runtime_backup_recovery_v17.py,103,ARCHIVE_CANDIDATE
eod_runtime_backup_validator_v17.py,107,ARCHIVE_CANDIDATE
eod_runtime_bridge_manager_v17.py,100,MERGE_CANDIDATE
eod_runtime_change_compliance_v17.py,105,MERGE_CANDIDATE
eod_runtime_change_tracker_v17.py,92,MERGE_CANDIDATE
eod_runtime_command_audit_v17.py,97,MERGE_CANDIDATE
eod_runtime_command_history_v17.py,103,MERGE_CANDIDATE
eod_runtime_command_registry_v17.py,98,MERGE_CANDIDATE
eod_runtime_compliance_checkpoint_v17.py,107,MERGE_CANDIDATE
eod_runtime_compliance_manager_v17.py,99,MERGE_CANDIDATE
eod_runtime_compliance_report_v17.py,97,MERGE_CANDIDATE
eod_runtime_compliance_tracker_v17.py,96,MERGE_CANDIDATE
eod_runtime_config_manager_v17.py,92,MERGE_CANDIDATE
eod_runtime_config_validator_v17.py,96,MERGE_CANDIDATE
eod_runtime_configuration_audit_v17.py,109,MERGE_CANDIDATE
eod_runtime_control_actions_v17.py,94,MERGE_CANDIDATE
eod_runtime_control_alerts_v17.py,91,MERGE_CANDIDATE
eod_runtime_control_checkpoint_v17.py,104,MERGE_CANDIDATE
eod_runtime_control_core_v17.py,849,KEEP
eod_runtime_control_history_v17.py,95,MERGE_CANDIDATE
eod_runtime_control_metrics_v17.py,95,MERGE_CANDIDATE
eod_runtime_control_monitor_v17.py,95,MERGE_CANDIDATE
eod_runtime_control_orchestrator_v17.py,104,MERGE_CANDIDATE
eod_runtime_control_panel_v17.py,89,MERGE_CANDIDATE
eod_runtime_control_reporting_v17.py,95,MERGE_CANDIDATE
eod_runtime_control_validation_v17.py,102,MERGE_CANDIDATE
eod_runtime_controller_v17.py,87,MERGE_CANDIDATE
eod_runtime_daily_control_v17.py,99,MERGE_CANDIDATE
eod_runtime_dashboard_validation_v17.py,114,MERGE_CANDIDATE
eod_runtime_data_change_audit_v17.py,99,MERGE_CANDIDATE
eod_runtime_data_compliance_v17.py,101,MERGE_CANDIDATE
eod_runtime_data_flow_validation_v17.py,113,MERGE_CANDIDATE
eod_runtime_data_policy_v17.py,93,MERGE_CANDIDATE
eod_runtime_data_recovery_v17.py,99,MERGE_CANDIDATE
eod_runtime_data_watchdog_v17.py,94,MERGE_CANDIDATE
eod_runtime_dependency_checker_v17.py,101,MERGE_CANDIDATE
eod_runtime_deployment_manager_v17.py,100,MERGE_CANDIDATE
eod_runtime_deployment_orchestrator_v17.py,113,MERGE_CANDIDATE
eod_runtime_deployment_status_v17.py,106,MERGE_CANDIDATE
eod_runtime_environment_checker_v17.py,101,MERGE_CANDIDATE
eod_runtime_error_recovery_v17.py,101,MERGE_CANDIDATE
eod_runtime_event_audit_v17.py,88,MERGE_CANDIDATE
eod_runtime_event_manager_v17.py,90,MERGE_CANDIDATE
eod_runtime_execution_history_v17.py,106,MERGE_CANDIDATE
eod_runtime_failover_manager_v17.py,98,MERGE_CANDIDATE
eod_runtime_failure_manager_v17.py,103,MERGE_CANDIDATE
eod_runtime_file_watchdog_v17.py,94,MERGE_CANDIDATE
eod_runtime_final_checkpoint_v17.py,102,MERGE_CANDIDATE
eod_runtime_final_control_manager_v17.py,100,MERGE_CANDIDATE
eod_runtime_final_governance_controller_v17.py,115,MERGE_CANDIDATE
eod_runtime_final_readiness_manager_v17.py,111,MERGE_CANDIDATE
eod_runtime_final_service_checkpoint_v17.py,109,MERGE_CANDIDATE
eod_runtime_final_service_command_v17.py,100,MERGE_CANDIDATE
eod_runtime_final_service_health_v17.py,97,MERGE_CANDIDATE
eod_runtime_final_service_logger_v17.py,91,MERGE_CANDIDATE
eod_runtime_final_service_manager_v17.py,99,MERGE_CANDIDATE
eod_runtime_final_service_refresh_v17.py,100,MERGE_CANDIDATE
eod_runtime_final_service_restart_v17.py,100,MERGE_CANDIDATE
eod_runtime_final_service_start_v17.py,94,MERGE_CANDIDATE
eod_runtime_final_service_status_v17.py,97,MERGE_CANDIDATE
eod_runtime_final_service_stop_v17.py,91,MERGE_CANDIDATE
eod_runtime_go_live_checker_v17.py,92,MERGE_CANDIDATE
eod_runtime_golive_checkpoint_v17.py,103,MERGE_CANDIDATE
eod_runtime_golive_control_manager_v17.py,108,MERGE_CANDIDATE
eod_runtime_governance_action_manager_v17.py,103,MERGE_CANDIDATE
eod_runtime_governance_alert_manager_v17.py,100,MERGE_CANDIDATE
eod_runtime_governance_checkpoint_v17.py,107,MERGE_CANDIDATE
eod_runtime_governance_final_checkpoint_v17.py,112,MERGE_CANDIDATE
eod_runtime_governance_history_v17.py,98,MERGE_CANDIDATE
eod_runtime_governance_manager_v17.py,100,MERGE_CANDIDATE
eod_runtime_governance_metrics_v17.py,98,MERGE_CANDIDATE
eod_runtime_governance_monitor_v17.py,98,MERGE_CANDIDATE
eod_runtime_governance_report_v17.py,108,MERGE_CANDIDATE
eod_runtime_governance_reporting_v17.py,101,MERGE_CANDIDATE
eod_runtime_governance_scheduler_v17.py,103,MERGE_CANDIDATE
eod_runtime_governance_tracker_v17.py,107,MERGE_CANDIDATE
eod_runtime_governance_validation_v17.py,105,MERGE_CANDIDATE
eod_runtime_health_alert_bridge_v17.py,102,MERGE_CANDIDATE
eod_runtime_health_control_alerts_v17.py,97,MERGE_CANDIDATE
eod_runtime_health_control_checkpoint_v17.py,110,MERGE_CANDIDATE
eod_runtime_health_control_history_v17.py,101,MERGE_CANDIDATE
eod_runtime_health_control_manager_v17.py,108,MERGE_CANDIDATE
eod_runtime_health_control_metrics_v17.py,101,MERGE_CANDIDATE
eod_runtime_health_control_monitor_v17.py,101,MERGE_CANDIDATE
eod_runtime_health_control_panel_v17.py,95,MERGE_CANDIDATE
eod_runtime_health_control_report_v17.py,98,MERGE_CANDIDATE
eod_runtime_health_control_tracker_v17.py,99,MERGE_CANDIDATE
eod_runtime_health_control_validation_v17.py,108,MERGE_CANDIDATE
eod_runtime_health_dashboard_bridge_v17.py,110,MERGE_CANDIDATE
eod_runtime_health_history_bridge_v17.py,106,MERGE_CANDIDATE
eod_runtime_health_integration_checkpoint_v17.py,114,MERGE_CANDIDATE
eod_runtime_health_integration_manager_v17.py,118,MERGE_CANDIDATE
eod_runtime_health_metrics_bridge_v17.py,106,MERGE_CANDIDATE
eod_runtime_health_monitor_bridge_v17.py,106,MERGE_CANDIDATE
eod_runtime_health_report_bridge_v17.py,104,MERGE_CANDIDATE
eod_runtime_health_service_bridge_v17.py,106,MERGE_CANDIDATE
eod_runtime_health_service_v17.py,92,MERGE_CANDIDATE
eod_runtime_health_validation_bridge_v17.py,112,MERGE_CANDIDATE
eod_runtime_health_validator_v17.py,107,MERGE_CANDIDATE
eod_runtime_incident_manager_v17.py,96,MERGE_CANDIDATE
eod_runtime_launcher_controller_v17.py,99,MERGE_CANDIDATE
eod_runtime_log_manager_v17.py,84,MERGE_CANDIDATE
eod_runtime_log_validator_v17.py,101,MERGE_CANDIDATE
eod_runtime_memory_monitor_v17.py,93,MERGE_CANDIDATE
eod_runtime_metrics_service_v17.py,95,MERGE_CANDIDATE
eod_runtime_module_loader_v17.py,90,MERGE_CANDIDATE
eod_runtime_monitor_v17.py,88,MERGE_CANDIDATE
eod_runtime_monitoring_service_v17.py,101,MERGE_CANDIDATE
eod_runtime_operation_alerts_v17.py,104,MERGE_CANDIDATE
eod_runtime_operation_policy_v17.py,103,MERGE_CANDIDATE
eod_runtime_operational_checker_v17.py,100,MERGE_CANDIDATE
eod_runtime_operations_checkpoint_v17.py,107,MERGE_CANDIDATE
eod_runtime_operations_manager_v17.py,100,MERGE_CANDIDATE
eod_runtime_operator_actions_v17.py,105,MERGE_CANDIDATE
eod_runtime_operator_console_v17.py,96,MERGE_CANDIDATE
eod_runtime_orchestrator_v17.py,103,MERGE_CANDIDATE
eod_runtime_performance_tracker_v17.py,101,MERGE_CANDIDATE
eod_runtime_permission_manager_v17.py,101,MERGE_CANDIDATE
eod_runtime_policy_checker_v17.py,91,MERGE_CANDIDATE
eod_runtime_port_manager_v17.py,103,MERGE_CANDIDATE
eod_runtime_port_validator_v17.py,103,MERGE_CANDIDATE
eod_runtime_process_compliance_v17.py,107,MERGE_CANDIDATE
eod_runtime_process_validator_v17.py,109,MERGE_CANDIDATE
eod_runtime_production_manager_v17.py,100,MERGE_CANDIDATE
eod_runtime_production_validation_v17.py,116,MERGE_CANDIDATE
eod_runtime_readiness_checker_v17.py,97,MERGE_CANDIDATE
eod_runtime_recovery_log_v17.py,93,MERGE_CANDIDATE
eod_runtime_recovery_manager_v17.py,97,MERGE_CANDIDATE
eod_runtime_refresh_controller_v17.py,98,MERGE_CANDIDATE
eod_runtime_refresh_validation_v17.py,110,MERGE_CANDIDATE
eod_runtime_release_compliance_v17.py,107,MERGE_CANDIDATE
eod_runtime_release_marker_v17.py,91,MERGE_CANDIDATE
eod_runtime_replay_validation_v17.py,108,MERGE_CANDIDATE
eod_runtime_resilience_checkpoint_v17.py,107,MERGE_CANDIDATE
eod_runtime_resilience_manager_v17.py,101,MERGE_CANDIDATE
eod_runtime_resource_monitor_v17.py,98,MERGE_CANDIDATE
eod_runtime_resource_policy_v17.py,101,MERGE_CANDIDATE
eod_runtime_restart_policy_v17.py,100,MERGE_CANDIDATE
eod_runtime_role_manager_v17.py,89,MERGE_CANDIDATE
eod_runtime_security_audit_v17.py,99,MERGE_CANDIDATE
eod_runtime_security_validator_v17.py,111,MERGE_CANDIDATE
eod_runtime_service_audit_v17.py,97,MERGE_CANDIDATE
eod_runtime_service_binding_v17.py,92,MERGE_CANDIDATE
eod_runtime_service_command_bridge_v17.py,107,MERGE_CANDIDATE
eod_runtime_service_command_handler_v17.py,102,MERGE_CANDIDATE
eod_runtime_service_dashboard_bridge_v17.py,111,MERGE_CANDIDATE
eod_runtime_service_data_bridge_v17.py,101,MERGE_CANDIDATE
eod_runtime_service_dependency_bridge_v17.py,113,MERGE_CANDIDATE
eod_runtime_service_health_alert_v17.py,96,MERGE_CANDIDATE
eod_runtime_service_health_checkpoint_v17.py,110,MERGE_CANDIDATE
eod_runtime_service_health_dashboard_v17.py,104,MERGE_CANDIDATE
eod_runtime_service_health_history_v17.py,101,MERGE_CANDIDATE
eod_runtime_service_health_manager_v17.py,98,MERGE_CANDIDATE
eod_runtime_service_health_metrics_v17.py,101,MERGE_CANDIDATE
eod_runtime_service_health_monitor_v17.py,101,MERGE_CANDIDATE
eod_runtime_service_health_report_v17.py,105,MERGE_CANDIDATE
eod_runtime_service_health_tracker_v17.py,100,MERGE_CANDIDATE
eod_runtime_service_health_validator_v17.py,107,MERGE_CANDIDATE
eod_runtime_service_integration_checkpoint_v17.py,115,MERGE_CANDIDATE
eod_runtime_service_integration_manager_v17.py,112,MERGE_CANDIDATE
eod_runtime_service_metrics_v17.py,103,MERGE_CANDIDATE
eod_runtime_service_monitor_bridge_v17.py,107,MERGE_CANDIDATE
eod_runtime_service_policy_v17.py,99,MERGE_CANDIDATE
eod_runtime_service_replay_bridge_v17.py,105,MERGE_CANDIDATE
eod_runtime_service_router_v17.py,91,MERGE_CANDIDATE
eod_runtime_service_runtime_bridge_v17.py,107,MERGE_CANDIDATE
eod_runtime_service_validator_v17.py,109,MERGE_CANDIDATE
eod_runtime_service_watchdog_v17.py,100,MERGE_CANDIDATE
eod_runtime_session_recovery_v17.py,105,MERGE_CANDIDATE
eod_runtime_stability_alert_v17.py,92,MERGE_CANDIDATE
eod_runtime_stability_checkpoint_v17.py,106,MERGE_CANDIDATE
eod_runtime_stability_manager_v17.py,101,MERGE_CANDIDATE
eod_runtime_start_stop_controller_v17.py,103,MERGE_CANDIDATE
eod_runtime_startup_report_v17.py,102,MERGE_CANDIDATE
eod_runtime_state_manager_v17.py,89,MERGE_CANDIDATE
eod_runtime_state_recovery_v17.py,101,MERGE_CANDIDATE
eod_runtime_status_dashboard_v17.py,104,MERGE_CANDIDATE
eod_runtime_status_reporter_v17.py,100,MERGE_CANDIDATE
eod_runtime_task_executor_v17.py,91,MERGE_CANDIDATE
eod_runtime_tracker_v17.py,155,MERGE_CANDIDATE
eod_runtime_uptime_tracker_v17.py,91,MERGE_CANDIDATE
eod_runtime_user_acceptance_checker_v17.py,108,MERGE_CANDIDATE
eod_runtime_user_action_audit_v17.py,99,MERGE_CANDIDATE
eod_runtime_validation_manager_v17.py,110,MERGE_CANDIDATE
eod_score_data_connector_v17.py,91,KEEP
eod_service_bridge_connector_v17.py,103,MERGE_CANDIDATE
eod_service_management_core_v17.py,847,KEEP
eod_service_manager_v17.py,455,MERGE_CANDIDATE
eod_service_status_v17.py,201,MERGE_CANDIDATE
eod_shutdown_manager_v17.py,91,MERGE_CANDIDATE
eod_snapshot_priority_manager_v17.py,106,MERGE_CANDIDATE
eod_startup_validation_engine_v17.py,209,MERGE_CANDIDATE
eod_storage_monitor_v17.py,88,REVIEW
eod_system_status_panel_v17.py,212,REVIEW
eod_trade_validation_connector_v17.py,107,MERGE_CANDIDATE
eod_trading_date_detector_v17.py,97,REVIEW
eod_v17_active_module_cross_check.py,2461,REVIEW
eod_v17_archive_plan_generator.py,1507,REVIEW
eod_v17_controlled_archive_move_tool.py,1212,MERGE_CANDIDATE
eod_v17_dependency_impact_analyzer.py,2452,REVIEW
eod_v17_file_classification_report.py,1830,REVIEW
eod_v17_final_archive_executor.py,1658,REVIEW
eod_validation_bridge_connector_v17.py,109,MERGE_CANDIDATE
eod_view_bridge_connector_v17.py,97,MERGE_CANDIDATE
execution_context.py,252,REVIEW
functional_gateway.py,837,REVIEW
hmme_calibration_context_v17.py,235,REVIEW
hmme_calibration_engine_v16.py,1084,REVIEW
hmme_dataset_importer.py,482,REVIEW
hmme_dataset_importer_1.py,482,REVIEW
hmme_eod_feature_builder_v17.py,1870,REVIEW
hmme_eod_feature_builder_v17_v2.py,2380,REVIEW
hmme_eod_history_builder_v17.py,1201,REVIEW
hmme_feature_engine_v17.py,1934,REVIEW
hmme_historical_data_loader.py,415,REVIEW
hmme_historical_data_loader_v16.py,1246,REVIEW
hmme_historical_replay_adapter.py,386,REVIEW
hmme_learning_bridge.py,404,MERGE_CANDIDATE
hmme_learning_context_v17.py,225,REVIEW
hmme_learning_engine_v16.py,1345,REVIEW
hmme_learning_input_builder_v17.py,235,REVIEW
hmme_learning_pipeline_v17.py,233,REVIEW
hmme_master_dataset_builder_v17.py,1172,REVIEW
hmme_memory_manager_v16.py,1209,MERGE_CANDIDATE
hmme_ohlc_importer_v17.py,1721,REVIEW
hmme_outcome_calibration.py,419,REVIEW
hmme_pattern_memory_v17.py,217,REVIEW
hmme_probability_adapter_v16.py,892,REVIEW
hmme_probability_adjuster_v17.py,237,REVIEW
hmme_production_bridge_v16.py,487,MERGE_CANDIDATE
hmme_production_runtime_adapter_v16.py,527,MERGE_CANDIDATE
hmme_real_replay_controller.py,266,MERGE_CANDIDATE
hmme_replay_dataset_builder_v16.py,1072,REVIEW
hmme_replay_engine.py,411,REVIEW
hmme_runtime.py,76,MERGE_CANDIDATE
hmme_runtime_executor.py,226,MERGE_CANDIDATE
hmme_runtime_integration_v16.py,541,MERGE_CANDIDATE
hmme_runtime_patch_v16.py,459,MERGE_CANDIDATE
hmme_service.py,74,MERGE_CANDIDATE
hmme_v16_master_controller.py,1477,MERGE_CANDIDATE
ntis_architecture_inventory.py,2260,REVIEW
ntis_bridge.py,76,MERGE_CANDIDATE
ntis_consolidation_candidate_report.py,1839,REVIEW
ntis_dashboard_ports_v17.py,254,MERGE_CANDIDATE
ntis_dashboard_service_registry_v17.py,220,MERGE_CANDIDATE
ntis_data_bridge.py,724,MERGE_CANDIDATE
ntis_portal_alert_manager_v17.py,160,MERGE_CANDIDATE
ntis_portal_audit_manager_v17.py,155,MERGE_CANDIDATE
ntis_portal_backup_scheduler_v17.py,170,ARCHIVE_CANDIDATE
ntis_portal_backup_validation_v17.py,108,ARCHIVE_CANDIDATE
ntis_portal_checkpoint_manager_v17.py,171,MERGE_CANDIDATE
ntis_portal_closure_manager_v17.py,163,MERGE_CANDIDATE
ntis_portal_config_manager_v17.py,219,MERGE_CANDIDATE
ntis_portal_config_v17.py,193,REVIEW
ntis_portal_configuration_validator_v17.py,182,REVIEW
ntis_portal_connector_v17.py,189,MERGE_CANDIDATE
ntis_portal_control_manager_v17.py,188,MERGE_CANDIDATE
ntis_portal_dashboard_bridge_v17.py,211,MERGE_CANDIDATE
ntis_portal_data_integrity_checker_v17.py,186,REVIEW
ntis_portal_dependency_checker_v17.py,168,REVIEW
ntis_portal_deployment_validator_v17.py,177,REVIEW
ntis_portal_documentation_manager_v17.py,176,MERGE_CANDIDATE
ntis_portal_dynamic_config_validator_v17.py,184,REVIEW
ntis_portal_environment_check_v17.py,165,REVIEW
ntis_portal_error_recovery_v17.py,198,REVIEW
ntis_portal_feedback_manager_v17.py,162,MERGE_CANDIDATE
ntis_portal_file_monitor_v17.py,219,REVIEW
ntis_portal_final_monitor_v17.py,98,REVIEW
ntis_portal_final_registry_v17.py,241,REVIEW
ntis_portal_final_status_v17.py,149,REVIEW
ntis_portal_future_module_registry_v17.py,231,REVIEW
ntis_portal_health_check_v17.py,180,REVIEW
ntis_portal_input_output_validator_v17.py,196,REVIEW
ntis_portal_integration_health_v17.py,167,REVIEW
ntis_portal_launch_manager_v17.py,186,MERGE_CANDIDATE
ntis_portal_maintenance_manager_v17.py,170,MERGE_CANDIDATE
ntis_portal_module_health_v17.py,214,REVIEW
ntis_portal_module_launcher_v17.py,195,REVIEW
ntis_portal_module_registry_v17.py,272,REVIEW
ntis_portal_navigation_v17.py,280,REVIEW
ntis_portal_operation_manager_v17.py,164,MERGE_CANDIDATE
ntis_portal_operational_summary_v17.py,105,REVIEW
ntis_portal_path_validator_v17.py,189,REVIEW
ntis_portal_performance_monitor_v17.py,171,REVIEW
ntis_portal_post_deployment_monitor_v17.py,175,REVIEW
ntis_portal_quality_checker_v17.py,157,REVIEW
ntis_portal_readiness_check_v17.py,156,REVIEW
ntis_portal_readiness_report_v17.py,194,REVIEW
ntis_portal_release_checkpoint_v17.py,112,MERGE_CANDIDATE
ntis_portal_release_manager_v17.py,159,MERGE_CANDIDATE
ntis_portal_report_manager_v17.py,157,MERGE_CANDIDATE
ntis_portal_runtime_v17.py,173,MERGE_CANDIDATE
ntis_portal_scheduler_v17.py,151,REVIEW
ntis_portal_security_manager_v17.py,95,MERGE_CANDIDATE
ntis_portal_service_manager_v17.py,211,MERGE_CANDIDATE
ntis_portal_service_status_v17.py,215,MERGE_CANDIDATE
ntis_portal_session_manager_v17.py,159,MERGE_CANDIDATE
ntis_portal_task_manager_v17.py,207,MERGE_CANDIDATE
ntis_portal_upgrade_manager_v17.py,156,MERGE_CANDIDATE
ntis_probability_engine_v17.py,368,REVIEW
ntis_probability_metrics_v17.py,434,REVIEW
ntis_probability_pipeline_v17.py,289,REVIEW
ntis_probability_reporting_pipeline_v17.py,252,REVIEW
ntis_rank_engine_v17.py,372,REVIEW
ntis_ranking_summary_v17.py,226,REVIEW
ntis_signal_summary_v17.py,221,REVIEW
production_runner.py,84,REVIEW
production_runtime.py,2095,MERGE_CANDIDATE
production_runtime4.py,2153,MERGE_CANDIDATE
production_runtime_old.py,754,ARCHIVE_CANDIDATE
production_runtime_Old2.py,1228,ARCHIVE_CANDIDATE
production_runtime_old3.py,1763,ARCHIVE_CANDIDATE
result_collector.py,145,REVIEW
swing_confidence_engine_v17.py,606,REVIEW
swing_decision_engine_v17.py,585,REVIEW
swing_intelligence_scorer_v17.py,1168,KEEP
swing_outcome_engine_v17.py,264,REVIEW
swing_performance_tracker_v17.py,237,REVIEW
swing_replay_evaluator_v17.py,315,REVIEW
swing_replay_manager_v17.py,265,MERGE_CANDIDATE
swing_replay_metrics_v17.py,274,REVIEW
swing_replay_summary_v17.py,225,REVIEW
swing_risk_reward_engine_v17.py,595,REVIEW
swing_setup_context_v17.py,785,REVIEW
swing_trade_report_v17.py,542,REVIEW
swing_validation_engine_v17.py,503,MERGE_CANDIDATE
validation_gateway.py,91,MERGE_CANDIDATE
