Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Sector,Price,Price Chg%,OI,PCR,Bldp,Price.1,Price Chg.1,Price Chg%.1,OI Chg.1,OI Chg %.1,Bldp.1,Price.2,Price Chg.2,Price Chg%.2,OI Chg.2,OI Chg %.2,Bldp.2,Price.3,Price Chg.3,Price Chg%.3,OI Chg.3,OI Chg %.3,Bldp.3,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Fut OI,Fut OI Chg,Fut OI Chg %,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Price chg,Price chg (%),OI chg,OI chg (%),OI Chg (Value),Volume,Volume Chg (%)
NBCC,,,,,,-1.05,,,,594.0,12.22,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Miscellaneous,92.49,-1.12,5456,0.76,SB,92.5,-0.01,-0.01,523.0,10.6,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESTLEIND,,,,,,12.1,,,,343.0,4.37,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,FMCG,1469.6,0.83,8193,0.5,LB,1461,8.6,0.59,222.0,2.78,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,,,,,,-0.8,,,,334.0,3.23,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Power Generation & Distribution,77.51,-1.02,10681,0.93,SB,77.68,-0.17,-0.22,210.0,2,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY,,,,,,-179.2,,,,3740.0,4.05,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,,23755.0,-0.75,96072,1.05,SB,23785,-30,-0.13,2803.0,3,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYNXT50,,,,,,-452.4,,,,-1.0,-0.29,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,,71612.0,-0.63,339,,LU,71612,0,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMDC,,,,,,-0.36,,,,543.0,2.13,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Mining & Mineral products,82.8,-0.43,26011,0.89,SB,82.64,0.16,0.19,441.0,1.72,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPC,,,,,,-1.65,,,,709.0,3.55,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Power Generation & Distribution,348.15,-0.47,20690,0.71,SB,348.2,-0.05,-0.01,515.0,2.55,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYKAA,,,,,,-3.8,,,,218.0,3.64,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,E-Commerce/App based Aggregator,322.1,-1.17,6213,1.18,SB,322.55,-0.45,-0.14,125.0,2.05,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBEROIRLTY,,,,,,-10.1,,,,433.0,4.7,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Realty,1785.1,-0.56,9649,0.67,SB,1779.3,5.8,0.33,194.0,2.06,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFSS,,,,,,20.0,,,,185.0,2.76,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,IT - Software,10793.0,0.19,6880,0.64,LB,10780,13,0.12,79.0,1.16,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,,,,,,-3.65,,,,388.0,6.41,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Crude Oil & Natural Gas,452.8,-0.8,6437,0.81,SB,455.4,-2.6,-0.57,206.0,3.3,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONGC,,,,,,-1.22,,,,178.0,1.94,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Crude Oil & Natural Gas,251.52,-0.48,9359,0.65,SB,252.17,-0.65,-0.26,122.0,1.32,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGEIND,,,,,,-120.0,,,,237.0,5.28,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Readymade Garments/ Apparells,40060.0,-0.3,4725,0.61,SB,40030,30,0.07,151.0,3.29,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATANJALI,,,,,,-1.95,,,,535.0,4.27,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,FMCG,336.65,-0.58,13075,0.57,SB,337.25,-0.6,-0.18,440.0,3.48,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYTM,,,,,,-1.5,,,,288.0,3.0,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,E-Commerce/App based Aggregator,1263.0,-0.12,9898,0.49,SB,1258.3,4.7,0.37,194.0,2,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSISTENT,,,,,,66.4,,,,543.0,3.14,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,IT - Software,5036.4,1.34,17858,0.97,LB,5056.5,-20.1,-0.4,365.0,2.09,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETRONET,,,,,,0.9,,,,181.0,3.81,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Gas Distribution,271.1,0.33,4932,0.84,LB,270.35,0.75,0.28,119.0,2.47,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFC,,,,,,-0.95,,,,564.0,3.86,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Finance,405.95,-0.23,15179,0.88,SB,407,-1.05,-0.26,357.0,2.41,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEL,,,,,,-9.4,,,,173.0,5.84,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Consumer Durables,570.1,-1.62,3137,0.65,SB,570.45,-0.35,-0.06,116.0,3.82,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,,,,,,-46.9,,,,184.0,6.25,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Realty,2002.9,-2.29,3128,0.59,SB,2003.5,-0.6,-0.03,99.0,3.27,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIDILITIND,,,,,,-9.8,,,,163.0,4.89,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Chemicals,1560.9,-0.62,3494,0.7,SB,1559.8,1.1,0.07,112.0,3.3,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIIND,,,,,,10.7,,,,323.0,5.92,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Agro Chemicals,2699.8,0.4,5782,0.92,LB,2703.9,-4.1,-0.15,170.0,3.03,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNB,,,,,,-0.55,,,,482.0,2.82,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Banks,110.15,-0.5,17551,0.79,SB,110.01,0.14,0.13,248.0,1.43,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNBHOUSING,,,,,,-3.6,,,,114.0,2.49,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Finance,1062.3,-0.34,4687,1.06,SB,1065.8,-3.5,-0.33,67.0,1.45,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLICYBZR,,,,,,-18.3,,,,635.0,7.68,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,IT - Software,1517.9,-1.19,8904,1.35,SB,1520.7,-2.8,-0.18,412.0,4.82,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYCAB,,,,,,-54.5,,,,450.0,5.79,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Cables,8925.5,-0.61,8222,0.53,SB,8941,-15.5,-0.17,267.0,3.35,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERGRID,,,,,,-0.6,,,,233.0,2.75,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Power Generation & Distribution,289.15,-0.21,8710,1.26,SB,288.7,0.45,0.16,143.0,1.67,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERINDIA,,,,,,80.0,,,,141.0,2.16,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Capital Goods - Electrical Equipment,32355.0,0.25,6682,0.94,LB,32400,-45,-0.14,123.0,1.87,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREMIERENE,,,,,,-7.3,,,,143.0,3.12,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Trading,1009.7,-0.72,4730,0.55,SB,1007.4,2.3,0.23,104.0,2.24,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,,,,,,-25.8,,,,203.0,4.95,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Realty,1604.3,-1.58,4305,0.58,SB,1610.2,-5.9,-0.37,93.0,2.2,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADICO,,,,,,17.5,,,,34.0,3.82,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Alcoholic Beverages,4096.1,0.43,925,0.29,LB,4092.5,3.6,0.09,28.0,3.08,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBLBANK,,,,,,-3.55,,,,317.0,7.67,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Banks,352.2,-1.0,4450,0.49,SB,351.65,0.55,0.16,242.0,5.74,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECLTD,,,,,,0.4,,,,740.0,6.44,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Finance,354.7,0.11,12237,0.92,LB,355.55,-0.85,-0.24,622.0,5.35,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIANCE,,,,,,-6.7,,,,2232.0,2.61,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Refineries,1273.2,-0.52,87639,0.76,SB,1274.3,-1.1,-0.09,1459.0,1.69,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVNL,,,,,,-0.97,,,,288.0,3.67,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Infrastructure Developers & Operators,220.35,-0.44,8137,0.97,SB,221.11,-0.76,-0.34,186.0,2.34,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIL,,,,,,-1.47,,,,289.0,1.87,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Steel,160.11,-0.91,15732,0.58,SB,160.68,-0.57,-0.35,155.0,1,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBICARD,,,,,,-4.65,,,,631.0,4.85,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Finance,608.75,-0.76,13652,0.79,SB,609,-0.25,-0.04,461.0,3.49,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,,,,,,-13.9,,,,268.0,3.07,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Insurance,1844.0,-0.75,9004,0.91,SB,1844.3,-0.3,-0.02,160.0,1.81,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIN,,,,,,-6.2,,,,1265.0,2.53,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Banks,1013.1,-0.61,51312,0.86,SB,1015.9,-2.8,-0.28,780.0,1.54,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENSEX,,,,,,-629.0,,,,77.0,8.12,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,,76138.45,-0.82,1025,0.84,SB,76259.45,-121,-0.16,48.0,4.92,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREECEM,,,,,,-175.0,,,,359.0,6.89,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Cement,26295.0,-0.66,5570,0.72,SB,26370,-75,-0.28,204.0,3.8,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMFIN,,,,,,-24.0,,,,828.0,6.52,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Finance,1008.9,-2.32,13521,0.61,SB,1002.5,6.4,0.64,269.0,2.03,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEMENS,,,,,,-38.5,,,,321.0,3.54,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Capital Goods - Electrical Equipment,3589.1,-1.06,9384,0.57,SB,3582.1,7,0.2,158.0,1.71,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,,,,,,-96.0,,,,268.0,4.97,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Aerospace & Defence,18603.0,-0.51,5659,0.73,SB,18550,53,0.29,158.0,2.87,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS,,,,,,14.8,,,,424.0,11.58,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Auto Ancillaries,728.1,2.07,4087,0.39,LB,723.15,4.95,0.68,179.0,4.57,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRF,,,,,,27.6,,,,442.0,4.66,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Chemicals,2656.2,1.05,9929,0.4,LB,2655,1.2,0.05,241.0,2.48,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,,,,,,5.1,,,,420.0,2.7,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Pharmaceuticals,1965.4,0.26,15995,0.77,LB,1962.4,3,0.15,295.0,1.88,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREMEIND,,,,,,-16.1,,,,226.0,3.85,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Plastic products,3423.1,-0.47,6089,0.7,SB,3434.7,-11.6,-0.34,124.0,2.08,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZLON,,,,,,-0.36,,,,605.0,4.0,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Capital Goods - Electrical Equipment,52.32,-0.68,15726,0.53,SB,52.36,-0.04,-0.08,412.0,2.68,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIGGY,,,,,,-20.53,,,,1287.0,12.27,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,E-Commerce/App based Aggregator,241.5,-7.83,11777,0.76,SB,247.13,-5.63,-2.28,397.0,3.48,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACONSUM,,,,,,7.6,,,,636.0,5.93,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Plantation & Plantation Products,1121.2,0.68,11354,0.73,LB,1112.8,8.4,0.75,387.0,3.52,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAELXSI,,,,,,5.7,,,,217.0,1.25,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,IT - Software,3352.1,0.17,17631,0.54,LB,3353.3,-1.2,-0.04,116.0,0.66,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAPOWER,,,,,,-2.05,,,,432.0,3.25,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Power Generation & Distribution,375.85,-0.54,13719,0.64,SB,376.85,-1,-0.27,233.0,1.73,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATASTEEL,,,,,,-2.25,,,,748.0,3.03,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Steel,183.07,-1.21,25397,0.89,SB,183.79,-0.72,-0.39,573.0,2.31,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS,,,,,,8.7,,,,2773.0,3.74,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,IT - Software,2241.1,0.39,76911,0.99,LB,2247.4,-6.3,-0.28,1711.0,2.27,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHM,,,,,,-5.7,,,,798.0,5.71,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,IT - Software,1548.2,-0.37,14766,0.41,SB,1558.4,-10.2,-0.65,422.0,2.94,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIINDIA,,,,,,-13.5,,,,265.0,8.29,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Capital Goods-Non Electrical Equipment,2829.0,-0.47,3461,1.05,SB,2816.2,12.8,0.45,137.0,4.11,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITAN,,,,,,-22.1,,,,495.0,3.97,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,"Diamond, Gems and Jewellery",4695.9,-0.47,12973,1.01,SB,4695.2,0.7,0.01,263.0,2.07,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMPV,,,,,,-4.7,,,,948.0,4.86,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Automobile,321.3,-1.44,20466,0.86,SB,322,-0.7,-0.22,450.0,2.24,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,,,,,,-1.0,,,,581.0,2.46,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Pharmaceuticals,4957.7,-0.02,24205,0.78,SB,4935.2,22.5,0.46,242.0,1.01,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRENT,,,,,,-24.4,,,,1284.0,4.7,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Retail,2834.3,-0.85,28578,0.78,SB,2831.2,3.1,0.11,876.0,3.16,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSMOTOR,,,,,,-30.1,,,,1552.0,5.14,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Automobile,3906.8,-0.76,31738,0.71,SB,3910.2,-3.4,-0.09,901.0,2.92,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTRACEMCO,,,,,,-157.0,,,,838.0,5.32,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Cement,11802.0,-1.31,16587,0.5,SB,11811,-9,-0.08,185.0,1.13,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIONBANK,,,,,,-0.51,,,,429.0,3.77,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Banks,168.86,-0.3,11816,0.88,SB,169.03,-0.17,-0.1,214.0,1.84,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITDSPR,,,,,,40.0,,,,639.0,7.58,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Alcoholic Beverages,1466.8,2.8,9071,0.74,LB,1444.3,22.5,1.56,357.0,4.09,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNOMINDA,,,,,,-20.0,,,,167.0,4.26,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Auto Ancillaries,1117.0,-1.76,4086,1.22,SB,1126.6,-9.6,-0.85,108.0,2.71,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPL,,,,,,-5.4,,,,434.0,4.94,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Agro Chemicals,604.35,-0.89,9212,0.94,SB,605.35,-1,-0.17,202.0,2.23,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,,,,,,-5.85,,,,729.0,4.8,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,FMCG,454.8,-1.27,15922,0.55,SB,454.85,-0.05,-0.01,401.0,2.58,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEDL,,,,,,-3.35,,,,597.0,4.42,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Non Ferrous Metals,262.7,-1.26,14112,0.75,SB,262.05,0.65,0.25,372.0,2.71,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMM,,,,,,-1.62,,,,144.0,3.39,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Retail,108.48,-1.47,4394,0.65,SB,107.6,0.88,0.82,69.0,1.6,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,,,,,,-12.1,,,,271.0,4.39,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Consumer Durables,1304.8,-0.92,6451,1.59,SB,1301.2,3.6,0.28,170.0,2.7,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAAREEENER,,,,,,-32.7,,,,878.0,3.69,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,Capital Goods - Electrical Equipment,2660.2,-1.21,24647,1.34,SB,2659.4,0.8,0.03,470.0,1.94,LB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIPRO,,,,,,-1.0,,,,2278.0,4.7,,,,,,,,FUTURES_OI,FuturesOI_25AUG26_Scan_24_7_2026.xlsx,IT - Software,169.45,-0.59,50748,0.68,SB,169.94,-0.49,-0.29,1067.0,2.15,SB,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
